ds,region,market,account_type,funnel,Identifier,X,new_funnel,generic_cost,competitor_cost,generic_cost_split,competitor_cost_split,Weekend,Month,Year,Mexico_-_Brand_Apr_2024,Mexico_-_Brand_Aug_2024,Mexico_-_Brand_Dec_2024,Mexico_-_Brand_Jul_2024,Mexico_-_Brand_Jun_2024,Mexico_-_Brand_May_2024,Mexico_-_Brand_Nov_2024,Mexico_-_Brand_Oct_2024,Mexico_-_Brand_Sep_2024,Mexico_-_Non_Brand_Apr_2024,Mexico_-_Non_Brand_Aug_2024,Mexico_-_Non_Brand_Dec_2024,Mexico_-_Non_Brand_Jul_2024,Mexico_-_Non_Brand_Jun_2024,Mexico_-_Non_Brand_May_2024,Mexico_-_Non_Brand_Nov_2024,Mexico_-_Non_Brand_Oct_2024,Mexico_-_Non_Brand_Sep_2024,AOV,ROAS
2024-06-04,LATAM,Mexico,-,Non_Brand,L,422.65999999999997,0,422.65999999999997,0.0,1.0,0.0,0,Jun,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.65999999999997,0.0,0.0,0.0,0.0,69.4,3.79
2024-06-05,LATAM,Mexico,-,Brand,L,836.8399999999999,0,0.0,0.0,0.5,0.5,1,Jun,2024,0.0,0.0,0.0,0.0,836.8399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-06-05,LATAM,Mexico,-,Non_Brand,L,519.24,0,519.24,0.0,1.0,0.0,1,Jun,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.24,0.0,0.0,0.0,0.0,69.4,3.79
2024-06-06,LATAM,Mexico,-,Brand,L,1246.96,0,0.0,0.0,0.5,0.5,1,Jun,2024,0.0,0.0,0.0,0.0,1246.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-06-06,LATAM,Mexico,-,Non_Brand,L,316.36,0,316.36,0.0,1.0,0.0,1,Jun,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.36,0.0,0.0,0.0,0.0,69.4,3.79
2024-06-07,LATAM,Mexico,-,Brand,L,423.3,0,0.0,0.0,0.5,0.5,1,Jun,2024,0.0,0.0,0.0,0.0,423.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-06-07,LATAM,Mexico,-,Non_Brand,L,275.08,0,275.08,0.0,1.0,0.0,1,Jun,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.08,0.0,0.0,0.0,0.0,69.4,3.79
2024-06-08,LATAM,Mexico,-,Brand,L,63.980000000000004,0,0.0,0.0,0.5,0.5,1,Jun,2024,0.0,0.0,0.0,0.0,63.980000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-06-08,LATAM,Mexico,-,Non_Brand,L,119.78,0,119.78,0.0,1.0,0.0,1,Jun,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.78,0.0,0.0,0.0,0.0,69.4,3.79
2024-06-09,LATAM,Mexico,-,Brand,L,33.36,0,0.0,0.0,0.5,0.5,1,Jun,2024,0.0,0.0,0.0,0.0,33.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-06-09,LATAM,Mexico,-,Non_Brand,L,109.32,0,109.32,0.0,1.0,0.0,1,Jun,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.32,0.0,0.0,0.0,0.0,69.4,3.79
2024-06-10,LATAM,Mexico,-,Brand,L,654.1,0,0.0,0.0,0.5,0.5,0,Jun,2024,0.0,0.0,0.0,0.0,654.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-06-10,LATAM,Mexico,-,Non_Brand,L,360.98,0,360.98,0.0,1.0,0.0,0,Jun,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.98,0.0,0.0,0.0,0.0,69.4,3.79
2024-06-11,LATAM,Mexico,-,Brand,L,598.36,0,0.0,0.0,0.5,0.5,0,Jun,2024,0.0,0.0,0.0,0.0,598.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-06-11,LATAM,Mexico,-,Non_Brand,L,479.2,0,479.2,0.0,1.0,0.0,0,Jun,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.2,0.0,0.0,0.0,0.0,69.4,3.79
2024-06-12,LATAM,Mexico,-,Brand,L,383.42,0,0.0,0.0,0.5,0.5,1,Jun,2024,0.0,0.0,0.0,0.0,383.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-06-12,LATAM,Mexico,-,Non_Brand,L,397.53999999999996,0,397.53999999999996,0.0,1.0,0.0,1,Jun,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.53999999999996,0.0,0.0,0.0,0.0,69.4,3.79
2024-06-13,LATAM,Mexico,-,Brand,L,344.94000000000005,0,0.0,0.0,0.5,0.5,1,Jun,2024,0.0,0.0,0.0,0.0,344.94000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-06-13,LATAM,Mexico,-,Non_Brand,L,525.9,0,525.9,0.0,1.0,0.0,1,Jun,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.9,0.0,0.0,0.0,0.0,69.4,3.79
2024-06-14,LATAM,Mexico,-,Brand,L,262.3,0,0.0,0.0,0.5,0.5,1,Jun,2024,0.0,0.0,0.0,0.0,262.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-06-14,LATAM,Mexico,-,Non_Brand,L,304.62,0,304.62,0.0,1.0,0.0,1,Jun,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.62,0.0,0.0,0.0,0.0,69.4,3.79
2024-06-15,LATAM,Mexico,-,Brand,L,39.28,0,0.0,0.0,0.5,0.5,1,Jun,2024,0.0,0.0,0.0,0.0,39.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-06-15,LATAM,Mexico,-,Non_Brand,L,138.14000000000001,0,138.14000000000001,0.0,1.0,0.0,1,Jun,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.14000000000001,0.0,0.0,0.0,0.0,69.4,3.79
2024-06-16,LATAM,Mexico,-,Brand,L,24.34,0,0.0,0.0,0.5,0.5,1,Jun,2024,0.0,0.0,0.0,0.0,24.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-06-16,LATAM,Mexico,-,Non_Brand,L,120.0,0,120.0,0.0,1.0,0.0,1,Jun,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,69.4,3.79
2024-06-17,LATAM,Mexico,-,Brand,L,365.76000000000005,0,0.0,0.0,0.5,0.5,0,Jun,2024,0.0,0.0,0.0,0.0,365.76000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-06-17,LATAM,Mexico,-,Non_Brand,L,449.24,0,449.24,0.0,1.0,0.0,0,Jun,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.24,0.0,0.0,0.0,0.0,69.4,3.79
2024-06-18,LATAM,Mexico,-,Brand,L,458.70000000000005,0,0.0,0.0,0.5,0.5,0,Jun,2024,0.0,0.0,0.0,0.0,458.70000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-06-18,LATAM,Mexico,-,Non_Brand,L,516.9,0,516.9,0.0,1.0,0.0,0,Jun,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.9,0.0,0.0,0.0,0.0,69.4,3.79
2024-06-19,LATAM,Mexico,-,Brand,L,484.90000000000003,0,0.0,0.0,0.5,0.5,1,Jun,2024,0.0,0.0,0.0,0.0,484.90000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-06-19,LATAM,Mexico,-,Non_Brand,L,484.76,0,484.76,0.0,1.0,0.0,1,Jun,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.76,0.0,0.0,0.0,0.0,69.4,3.79
2024-06-20,LATAM,Mexico,-,Brand,L,364.4,0,0.0,0.0,0.5,0.5,1,Jun,2024,0.0,0.0,0.0,0.0,364.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-06-20,LATAM,Mexico,-,Non_Brand,L,489.7,0,489.7,0.0,1.0,0.0,1,Jun,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.7,0.0,0.0,0.0,0.0,69.4,3.79
2024-06-21,LATAM,Mexico,-,Brand,L,336.94,0,0.0,0.0,0.5,0.5,1,Jun,2024,0.0,0.0,0.0,0.0,336.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-06-21,LATAM,Mexico,-,Non_Brand,L,592.56,0,592.56,0.0,1.0,0.0,1,Jun,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.56,0.0,0.0,0.0,0.0,69.4,3.79
2024-06-22,LATAM,Mexico,-,Brand,L,58.44,0,0.0,0.0,0.5,0.5,1,Jun,2024,0.0,0.0,0.0,0.0,58.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-06-22,LATAM,Mexico,-,Non_Brand,L,201.06,0,201.06,0.0,1.0,0.0,1,Jun,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.06,0.0,0.0,0.0,0.0,69.4,3.79
2024-06-23,LATAM,Mexico,-,Brand,L,41.24,0,0.0,0.0,0.5,0.5,1,Jun,2024,0.0,0.0,0.0,0.0,41.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-06-23,LATAM,Mexico,-,Non_Brand,L,157.22,0,157.22,0.0,1.0,0.0,1,Jun,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.22,0.0,0.0,0.0,0.0,69.4,3.79
2024-06-24,LATAM,Mexico,-,Brand,L,876.06,0,0.0,0.0,0.5,0.5,0,Jun,2024,0.0,0.0,0.0,0.0,876.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-06-24,LATAM,Mexico,-,Non_Brand,L,522.12,0,522.12,0.0,1.0,0.0,0,Jun,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.12,0.0,0.0,0.0,0.0,69.4,3.79
2024-06-25,LATAM,Mexico,-,Brand,L,1167.44,0,0.0,0.0,0.5,0.5,0,Jun,2024,0.0,0.0,0.0,0.0,1167.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-06-25,LATAM,Mexico,-,Non_Brand,L,634.0799999999999,0,634.0799999999999,0.0,1.0,0.0,0,Jun,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.0799999999999,0.0,0.0,0.0,0.0,69.4,3.79
2024-06-26,LATAM,Mexico,-,Brand,L,989.3799999999999,0,0.0,0.0,0.5,0.5,1,Jun,2024,0.0,0.0,0.0,0.0,989.3799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-06-26,LATAM,Mexico,-,Non_Brand,L,292.38,0,292.38,0.0,1.0,0.0,1,Jun,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.38,0.0,0.0,0.0,0.0,69.4,3.79
2024-06-27,LATAM,Mexico,-,Brand,L,289.16,0,0.0,0.0,0.5,0.5,1,Jun,2024,0.0,0.0,0.0,0.0,289.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-06-27,LATAM,Mexico,-,Non_Brand,L,152.04,0,152.04,0.0,1.0,0.0,1,Jun,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.04,0.0,0.0,0.0,0.0,69.4,3.79
2024-06-28,LATAM,Mexico,-,Brand,L,571.8000000000001,0,0.0,0.0,0.5,0.5,1,Jun,2024,0.0,0.0,0.0,0.0,571.8000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-06-28,LATAM,Mexico,-,Non_Brand,L,114.96,0,114.96,0.0,1.0,0.0,1,Jun,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.96,0.0,0.0,0.0,0.0,69.4,3.79
2024-06-29,LATAM,Mexico,-,Brand,L,117.36,0,0.0,0.0,0.5,0.5,1,Jun,2024,0.0,0.0,0.0,0.0,117.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-06-29,LATAM,Mexico,-,Non_Brand,L,390.9,0,390.9,0.0,1.0,0.0,1,Jun,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.9,0.0,0.0,0.0,0.0,69.4,3.79
2024-06-30,LATAM,Mexico,-,Brand,L,69.34,0,0.0,0.0,0.5,0.5,1,Jun,2024,0.0,0.0,0.0,0.0,69.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-06-30,LATAM,Mexico,-,Non_Brand,L,176.92,0,176.92,0.0,1.0,0.0,1,Jun,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.92,0.0,0.0,0.0,0.0,69.4,3.79
2024-07-01,LATAM,Mexico,-,Brand,L,941.52,0,0.0,0.0,0.5,0.5,0,Jul,2024,0.0,0.0,0.0,941.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-07-01,LATAM,Mexico,-,Non_Brand,L,662.28,0,662.28,0.0,1.0,0.0,0,Jul,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662.28,0.0,0.0,0.0,0.0,0.0,69.4,3.79
2024-07-02,LATAM,Mexico,-,Brand,L,847.9599999999999,0,0.0,0.0,0.5,0.5,0,Jul,2024,0.0,0.0,0.0,847.9599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-07-02,LATAM,Mexico,-,Non_Brand,L,728.1800000000001,0,728.1800000000001,0.0,1.0,0.0,0,Jul,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728.1800000000001,0.0,0.0,0.0,0.0,0.0,69.4,3.79
2024-07-03,LATAM,Mexico,-,Brand,L,865.38,0,0.0,0.0,0.5,0.5,1,Jul,2024,0.0,0.0,0.0,865.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-07-03,LATAM,Mexico,-,Non_Brand,L,539.84,0,539.84,0.0,1.0,0.0,1,Jul,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.84,0.0,0.0,0.0,0.0,0.0,69.4,3.79
2024-07-04,LATAM,Mexico,-,Brand,L,728.04,0,0.0,0.0,0.5,0.5,1,Jul,2024,0.0,0.0,0.0,728.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-07-04,LATAM,Mexico,-,Non_Brand,L,428.62,0,428.62,0.0,1.0,0.0,1,Jul,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.62,0.0,0.0,0.0,0.0,0.0,69.4,3.79
2024-07-05,LATAM,Mexico,-,Brand,L,719.7,0,0.0,0.0,0.5,0.5,1,Jul,2024,0.0,0.0,0.0,719.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-07-05,LATAM,Mexico,-,Non_Brand,L,268.48,0,268.48,0.0,1.0,0.0,1,Jul,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.48,0.0,0.0,0.0,0.0,0.0,69.4,3.79
2024-07-06,LATAM,Mexico,-,Brand,L,71.7,0,0.0,0.0,0.5,0.5,1,Jul,2024,0.0,0.0,0.0,71.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-07-06,LATAM,Mexico,-,Non_Brand,L,102.86,0,102.86,0.0,1.0,0.0,1,Jul,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.86,0.0,0.0,0.0,0.0,0.0,69.4,3.79
2024-07-07,LATAM,Mexico,-,Brand,L,31.779999999999998,0,0.0,0.0,0.5,0.5,1,Jul,2024,0.0,0.0,0.0,31.779999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-07-07,LATAM,Mexico,-,Non_Brand,L,101.78,0,101.78,0.0,1.0,0.0,1,Jul,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.78,0.0,0.0,0.0,0.0,0.0,69.4,3.79
2024-07-08,LATAM,Mexico,-,Brand,L,657.08,0,0.0,0.0,0.5,0.5,0,Jul,2024,0.0,0.0,0.0,657.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-07-08,LATAM,Mexico,-,Non_Brand,L,683.5,0,683.5,0.0,1.0,0.0,0,Jul,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683.5,0.0,0.0,0.0,0.0,0.0,69.4,3.79
2024-07-09,LATAM,Mexico,-,Brand,L,800.7199999999999,0,0.0,0.0,0.5,0.5,0,Jul,2024,0.0,0.0,0.0,800.7199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-07-09,LATAM,Mexico,-,Non_Brand,L,292.0,0,292.0,0.0,1.0,0.0,0,Jul,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
2024-07-10,LATAM,Mexico,-,Brand,L,823.56,0,0.0,0.0,0.5,0.5,1,Jul,2024,0.0,0.0,0.0,823.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-07-10,LATAM,Mexico,-,Non_Brand,L,148.68,0,148.68,0.0,1.0,0.0,1,Jul,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.68,0.0,0.0,0.0,0.0,0.0,69.4,3.79
2024-07-11,LATAM,Mexico,-,Brand,L,495.90000000000003,0,0.0,0.0,0.5,0.5,1,Jul,2024,0.0,0.0,0.0,495.90000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-07-11,LATAM,Mexico,-,Non_Brand,L,150.42000000000002,0,150.42000000000002,0.0,1.0,0.0,1,Jul,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.42000000000002,0.0,0.0,0.0,0.0,0.0,69.4,3.79
2024-07-12,LATAM,Mexico,-,Brand,L,462.1,0,0.0,0.0,0.5,0.5,1,Jul,2024,0.0,0.0,0.0,462.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-07-12,LATAM,Mexico,-,Non_Brand,L,172.1,0,172.1,0.0,1.0,0.0,1,Jul,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.1,0.0,0.0,0.0,0.0,0.0,69.4,3.79
2024-07-13,LATAM,Mexico,-,Brand,L,67.10000000000001,0,0.0,0.0,0.5,0.5,1,Jul,2024,0.0,0.0,0.0,67.10000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-07-13,LATAM,Mexico,-,Non_Brand,L,38.16,0,38.16,0.0,1.0,0.0,1,Jul,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.16,0.0,0.0,0.0,0.0,0.0,69.4,3.79
2024-07-14,LATAM,Mexico,-,Brand,L,46.22,0,0.0,0.0,0.5,0.5,1,Jul,2024,0.0,0.0,0.0,46.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-07-14,LATAM,Mexico,-,Non_Brand,L,27.42,0,27.42,0.0,1.0,0.0,1,Jul,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.42,0.0,0.0,0.0,0.0,0.0,69.4,3.79
2024-07-15,LATAM,Mexico,-,Brand,L,547.14,0,0.0,0.0,0.5,0.5,0,Jul,2024,0.0,0.0,0.0,547.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-07-15,LATAM,Mexico,-,Non_Brand,L,138.01999999999998,0,138.01999999999998,0.0,1.0,0.0,0,Jul,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.01999999999998,0.0,0.0,0.0,0.0,0.0,69.4,3.79
2024-07-16,LATAM,Mexico,-,Brand,L,560.62,0,0.0,0.0,0.5,0.5,0,Jul,2024,0.0,0.0,0.0,560.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-07-16,LATAM,Mexico,-,Non_Brand,L,155.14,0,155.14,0.0,1.0,0.0,0,Jul,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.14,0.0,0.0,0.0,0.0,0.0,69.4,3.79
2024-07-17,LATAM,Mexico,-,Brand,L,620.6200000000001,0,0.0,0.0,0.5,0.5,1,Jul,2024,0.0,0.0,0.0,620.6200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,20.69
2024-07-17,LATAM,Mexico,-,Non_Brand,L,95.74,0,95.74,0.0,1.0,0.0,1,Jul,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.74,0.0,0.0,0.0,0.0,0.0,69.4,3.79
